user_id,book_title,book_rating,user_idx,book_idx
31315,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),7,5,101
31315,Cradle and All,10,5,86
31315,Different Seasons,9,5,96
31315,Different Seasons,9,5,96
31315,2nd Chance,10,5,2
31315,The Partner,8,5,384
31315,Icy Sparks,9,5,178
31315,Pet Sematary,8,5,243
31315,The Testament,10,5,419
31315,Southern Cross,8,5,285
31315,Good in Bed,10,5,147
31315,Unnatural Exposure,9,5,444
31315,From the Corner of His Eye,10,5,137
31315,The Glass Lake,10,5,344
31315,Dolores Claiborne,6,5,100
31315,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),10,5,371
31315,Easy Prey,10,5,108
31315,Four Blind Mice,10,5,131
31315,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),10,5,56
31315,Daddy's Little Girl,10,5,90
31315,Cat &amp; Mouse (Alex Cross Novels),10,5,68
31315,Violets Are Blue,10,5,446
31315,Mr. Murder,9,5,222
31315,The Pelican Brief,6,5,385
31826,"Loves Music, Loves to Dance",10,6,206
31826,Intensity,10,6,182
31826,Phantoms,10,6,244
31826,Daddy's Little Girl,10,6,90
31826,Firestarter,10,6,127
31826,The Dark Half,10,6,326
31826,The Girl Who Loved Tom Gordon,7,6,340
31826,Whispers,10,6,459
31826,Misery,10,6,218
31826,It,10,6,186
31826,Love You Forever,10,6,205
31826,The Dead Zone,10,6,327
31826,All Around the Town,10,6,22
31826,Pet Sematary,10,6,243
31826,Needful Things,10,6,227
31826,Cujo,10,6,88
31826,We'll Meet Again,10,6,452
31826,Lightning,10,6,201
31826,Hideaway,10,6,163
31826,Icebound,10,6,177
31826,Skeleton Crew,10,6,279
31826,The Da Vinci Code,10,6,325
31826,Dreamcatcher,10,6,104
31826,Bag of Bones,10,6,43
31826,Pretend You Don't See Her,10,6,252
31826,Thinner,10,6,432
31826,From the Corner of His Eye,10,6,137
31826,One Door Away from Heaven,10,6,235
31826,Hearts In Atlantis,10,6,161
31826,Watchers,10,6,449
31826,Timeline,10,6,436
31826,Gerald's Game,10,6,141
31826,The Thorn Birds,10,6,420
31826,Christine,10,6,76
31826,By the Light of the Moon,10,6,64
31826,Dolores Claiborne,10,6,100
31826,Wild Animus,1,6,465
31826,The Tommyknockers,10,6,421
31826,Insomnia,9,6,181
31826,Seize the Night,10,6,270
31826,Rose Madder,10,6,260
31826,Everything's Eventual : 14 Dark Tales,10,6,114
31826,Four Past Midnight,10,6,132
31826,Different Seasons,10,6,96
35859,Two for the Dough,8,7,442
35859,Isle of Dogs,4,7,185
35859,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),7,7,371
35859,Southern Cross,2,7,285
35859,High Five (A Stephanie Plum Novel),9,7,165
35859,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),7,7,377
35859,Fried Green Tomatoes at the Whistle Stop Cafe,9,7,134
35859,Fried Green Tomatoes at the Whistle Stop Cafe,10,7,134
35859,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),9,7,58
35859,Violets Are Blue,8,7,446
35859,The Talisman,3,7,417
35859,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),8,7,107
35859,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),9,7,199
35859,Easy Prey,7,7,108
35859,Misery,8,7,218
35859,1st to Die: A Novel,7,7,1
35859,It,9,7,186
35859,Seven Up (A Stephanie Plum Novel),8,7,272
35859,The Tommyknockers,7,7,421
35859,The Summons,6,7,413
35859,STONES FROM THE RIVER,10,7,265
35859,The Regulators,2,7,399
35859,Lightning,7,7,201
35859,Ellen Foster,9,7,111
35859,The Dead Zone,8,7,327
35859,One for the Money (Stephanie Plum Novels (Paperback)),10,7,238
35859,The Nanny Diaries: A Novel,8,7,380
35859,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),8,7,56
35859,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),6,7,350
35859,The Diary of Ellen Rimbauer: My Life at Rose Red,8,7,329
35859,Bel Canto: A Novel,9,7,46
35859,The Shining,10,7,407
35859,The Dark Half,8,7,326
35859,What Looks Like Crazy On An Ordinary Day,8,7,454
35859,Hideaway,6,7,163
35859,Flesh and Blood,6,7,129
35859,Fahrenheit 451,10,7,118
35859,Pop Goes the Weasel,8,7,249
35859,The Girl Who Loved Tom Gordon : A Novel,6,7,341
35859,The Mummy or Ramses the Damned,9,7,378
35859,Different Seasons,8,7,96
35859,Eyes of Prey,8,7,115
35859,The Joy Luck Club,8,7,365
35859,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),9,7,435
35859,Cold Mountain,7,7,79
35859,The Rapture of Canaan,9,7,396
35859,Love You Forever,10,7,205
35859,Cold Mountain : A Novel,7,7,80
35859,The Regulators,1,7,399
35859,N Is for Noose,7,7,225
35859,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10,7,158
35859,The Green Mile: Coffey's Hands (Green Mile Series),6,7,349
35859,I Is for Innocent,7,7,174
35859,Balzac and the Little Chinese Seamstress : A Novel,8,7,44
35859,The Tommyknockers,7,7,421
35859,Four Blind Mice,8,7,131
35859,Thinner,7,7,432
35859,Watchers,7,7,449
35859,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),8,7,150
35859,2nd Chance,7,7,2
35859,The Secret Life of Bees,9,7,406
35859,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,7,7,330
35859,Miss Julia Speaks Her Mind : A Novel,7,7,219
35859,All That Remains (Kay Scarpetta Mysteries (Paperback)),9,7,24
35859,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8,7,87
37950,Harry Potter and the Chamber of Secrets (Book 2),8,8,153
37950,Whispers,6,8,459
37950,Suzanne's Diary for Nicholas,6,8,291
37950,"The Two Towers (The Lord of the Rings, Part 2)",9,8,423
37950,Black Notice,7,8,53
37950,The Last Precinct,7,8,369
37950,The Brethren,8,8,314
37950,Skeleton Crew,10,8,279
37950,The Eyes of the Dragon,10,8,335
37950,Gerald's Game,7,8,141
37950,The Rainmaker,7,8,395
37950,"The Drawing of the Three (The Dark Tower, Book 2)",10,8,332
37950,Dragonfly in Amber,10,8,103
37950,The Shining,10,8,407
37950,Dreamcatcher,9,8,104
37950,The Firm,6,8,337
37950,About a Boy,8,8,20
37950,One Door Away from Heaven,4,8,235
37950,The Dark Half,7,8,326
37950,Stranger in a Strange Land (Remembering Tomorrow),7,8,288
37950,Four To Score (A Stephanie Plum Novel),8,8,133
37950,"Loves Music, Loves to Dance",5,8,206
37950,Wild Animus,3,8,465
37950,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),8,8,40
37950,Animal Farm,9,8,32
37950,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),9,8,116
37950,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),7,8,152
37950,Lord of the Flies,9,8,204
37950,Skeleton Crew,10,8,279
37950,"The Waste Lands (The Dark Tower, Book 3)",10,8,429
37950,"The Two Towers (The Lord of the Rings, Part 2)",9,8,423
37950,Sophie's World: A Novel About the History of Philosophy,7,8,284
37950,Needful Things,7,8,227
37950,Interview with the Vampire,5,8,183
37950,"The Golden Compass (His Dark Materials, Book 1)",8,8,346
37950,Chicken Soup for the Soul (Chicken Soup for the Soul),6,8,72
37950,To Kill a Mockingbird,9,8,438
37950,Cradle and All,5,8,86
37950,Dolores Claiborne,8,8,100
37950,"The Gunslinger (The Dark Tower, Book 1)",10,8,352
37950,"The Subtle Knife (His Dark Materials, Book 2)",9,8,412
37950,Death du Jour,9,8,93
60244,Seabiscuit: An American Legend,9,9,269
60244,The Bonesetter's Daughter,8,9,312
60244,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),5,9,199
60244,Girl in Hyacinth Blue,8,9,142
60244,Midnight in the Garden of Good and Evil,7,9,215
60244,The Hundred Secret Senses,9,9,362
60244,I Capture the Castle,8,9,173
60244,Where the Red Fern Grows,10,9,457
60244,Under the Tuscan Sun,8,9,443
60244,Fall On Your Knees (Oprah #45),8,9,120
60244,The Pilot's Wife,8,9,388
60244,Wicked: The Life and Times of the Wicked Witch of the West,7,9,463
60244,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",10,9,109
60244,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10,9,356
60244,A Map of the World,8,9,9
60244,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),9,9,435
60244,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),9,9,40
60244,Full House (Janet Evanovich's Full Series),7,9,138
60244,A Wrinkle in Time,10,9,17
60244,The Sweet Potato Queens' Book of Love,8,9,414
60244,"Girl, Interrupted",7,9,144
60244,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),9,9,381
60244,The Phantom Tollbooth,10,9,387
60244,Atlas Shrugged,9,9,39
60244,Bridget Jones: The Edge of Reason,8,9,63
60244,How to Make an American Quilt,9,9,172
60244,One for the Money (A Stephanie Plum Novel),9,9,237
60244,Angela's Ashes: A Memoir,9,9,29
60244,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,8,9,289
60244,In a Sunburned Country,8,9,180
60244,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10,9,336
60244,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",9,9,469
60244,House of Sand and Fog,7,9,169
60244,Midnight in the Garden of Good and Evil: A Savannah Story,7,9,216
60244,Love You Forever,6,9,205
60244,The Stand: Complete and Uncut,4,9,409
60244,Girl in Hyacinth Blue,8,9,142
60244,The Joy Luck Club,8,9,365
60244,Ender's Game (Ender Wiggins Saga (Paperback)),9,9,113
60244,Jemima J: A Novel About Ugly Ducklings and Swans,7,9,188
60244,The Virgin Suicides,9,9,427
60244,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),7,9,49
60244,The Hitchhiker's Guide to the Galaxy,9,9,354
60244,The Phantom Tollbooth,9,9,387
60244,1984,9,9,0
60244,Fingersmith,8,9,126
60244,The Catcher in the Rye,7,9,316
60244,The Red Tent (Bestselling Backlist),7,9,398
60244,Charlie and the Chocolate Factory,9,9,70
60244,The Nanny Diaries: A Novel,8,9,380
60244,The Stone Diaries,8,9,410
60244,The Girls' Guide to Hunting and Fishing,8,9,342
60244,Good in Bed,8,9,147
60244,Three Junes,8,9,434
60244,The Crimson Petal and the White,8,9,324
60244,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,9,330
60244,Breathing Lessons,8,9,60
60244,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),9,9,101
60244,White Oleander : A Novel (Oprah's Book Club),8,9,461
60244,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",9,9,372
60244,Bridget Jones's Diary,8,9,62
60244,The Honk and Holler Opening Soon,8,9,357
60244,The Girls' Guide to Hunting and Fishing,8,9,342
60244,Plainsong (Vintage Contemporaries),7,9,246
60244,Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,9,99
60244,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),9,9,14
60244,The Secret Life of Bees,8,9,406
60244,Shopaholic Takes Manhattan (Summer Display Opportunity),8,9,275
60244,Skipping Christmas,8,9,280
60244,Bridget Jones's Diary,8,9,62
60244,The Little Prince,10,9,373
78973,Harry Potter and the Goblet of Fire (Book 4),10,10,154
78973,Bridget Jones: The Edge of Reason,9,10,63
78973,The Last Precinct,7,10,369
78973,The Shining,8,10,407
78973,Rose Madder,8,10,260
78973,Whispers,9,10,459
78973,Gerald's Game,9,10,141
78973,A Bend in the Road,7,10,4
78973,Dark Paradise,6,10,92
78973,Dreamcatcher,7,10,104
78973,Carrie,8,10,67
78973,Along Came a Spider (Alex Cross Novels),9,10,25
78973,Cradle and All,8,10,86
78973,Four Blind Mice,7,10,131
78973,The Alienist,8,10,299
78973,Remember Me,8,10,257
78973,Good in Bed,9,10,147
78973,Watchers,10,10,449
78973,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8,10,87
78973,Deja Dead,8,10,94
78973,By the Light of the Moon,9,10,64
78973,"Loves Music, Loves to Dance",9,10,206
78973,The Murder Book,8,10,379
78973,Phantoms,7,10,244
78973,High Fidelity,6,10,164
78973,Violets Are Blue,8,10,446
78973,1st to Die: A Novel,8,10,1
78973,We'll Meet Again,8,10,452
78973,In Her Shoes : A Novel,8,10,179
78973,From the Corner of His Eye,9,10,137
78973,Flesh and Blood,7,10,129
78973,One Door Away from Heaven,7,10,235
78973,How to Be Good,6,10,171
78973,Fear Nothing,7,10,124
78973,The Dark Half,7,10,326
78973,Icebound,6,10,177
78973,Insomnia,8,10,181
78973,Pride and Prejudice,7,10,253
78973,Dolores Claiborne,7,10,100
78973,All Around the Town,8,10,22
78973,Lightning,7,10,201
78973,Daddy's Little Girl,8,10,90
78973,The Girls' Guide to Hunting and Fishing,6,10,342
78973,Hideaway,8,10,163
78973,Pretend You Don't See Her,8,10,252
78973,Shopaholic Takes Manhattan (Summer Display Opportunity),9,10,275
89602,The Secret Life of Bees,9,11,406
89602,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,5,11,472
89602,About a Boy,8,11,20
89602,The Honk and Holler Opening Soon,5,11,357
89602,Wicked: The Life and Times of the Wicked Witch of the West,6,11,463
89602,Three Junes,8,11,434
89602,Ender's Game (Ender Wiggins Saga (Paperback)),9,11,113
89602,J Is for Judgment,8,11,187
89602,Q Is for Quarry,5,11,254
89602,We Were the Mulvaneys,5,11,451
89602,Good Omens,6,11,146
89602,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),8,11,56
89602,A Prayer for Owen Meany,8,11,11
89602,The Color of Water: A Black Man's Tribute to His White Mother,9,11,323
89602,Plainsong (Vintage Contemporaries),5,11,246
89602,In a Sunburned Country,8,11,180
89602,Sick Puppy,5,11,276
89602,The House on Mango Street (Vintage Contemporaries),6,11,361
89602,Jemima J: A Novel About Ugly Ducklings and Swans,5,11,188
89602,Under the Tuscan Sun,9,11,443
89602,Moo,5,11,220
89602,House of Sand and Fog,5,11,169
89602,Bel Canto: A Novel,7,11,46
89602,Fingersmith,8,11,126
89602,The Lovely Bones: A Novel,8,11,376
89602,Watership Down,5,11,450
89602,"River, Cross My Heart",5,11,259
89602,The Da Vinci Code,8,11,325
89602,Running with Scissors: A Memoir,8,11,263
89602,Big Trouble,8,11,51
89602,Cold Sassy Tree,9,11,81
89602,Nightmares &amp; Dreamscapes,5,11,232
89602,The Crimson Petal and the White,7,11,324
89602,To Kill a Mockingbird,9,11,438
89602,Bridget Jones's Diary,5,11,62
89602,Confessions of an Ugly Stepsister : A Novel,8,11,83
89602,Hearts In Atlantis,5,11,161
89602,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),8,11,149
89602,The Bluest Eye,7,11,310
89602,Tears of the Giraffe (No.1 Ladies Detective Agency),8,11,294
89602,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),8,11,381
89602,The Five People You Meet in Heaven,6,11,338
89602,How to Be Good,5,11,171
89602,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),8,11,78
89602,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",9,11,198
89602,Black House,5,11,52
89602,Einstein's Dreams,5,11,110
89602,The Pilot's Wife,5,11,388
89602,Coraline,8,11,85
89602,Me Talk Pretty One Day,8,11,210
89602,Bastard Out of Carolina,5,11,45
89602,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),7,11,371
89602,Night,7,11,231
89602,Neverwhere,8,11,228
95359,Pet Sematary,8,12,243
95359,Running with Scissors: A Memoir,9,12,263
95359,Nickel and Dimed: On (Not) Getting By in America,8,12,229
95359,Little Altars Everywhere: A Novel,7,12,203
95359,American Psycho (Vintage Contemporaries),9,12,27
95359,1st to Die: A Novel,8,12,1
95359,"The Gunslinger (The Dark Tower, Book 1)",8,12,352
95359,Fried Green Tomatoes at the Whistle Stop Cafe,9,12,134
95359,Big Stone Gap: A Novel (Ballantine Reader's Circle),9,12,50
95359,Flesh and Blood,6,12,129
95359,Year of Wonders,10,12,471
95359,The Book of Ruth (Oprah's Book Club (Paperback)),8,12,313
95359,The Devil Wears Prada : A Novel,8,12,328
95359,Flesh and Blood,8,12,129
95359,Hideaway,8,12,163
95359,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8,12,87
95359,Roses Are Red (Alex Cross Novels),7,12,261
95359,Eyes of Prey,7,12,115
95359,1984,10,12,0
95359,Black House,9,12,52
95359,She's Come Undone (Oprah's Book Club (Paperback)),8,12,273
95359,Lord of the Flies,10,12,204
95359,The Pilot's Wife : A Novel,10,12,389
95359,The Brethren,7,12,314
95359,To Kill a Mockingbird,10,12,438
95359,Good Omens,10,12,146
95359,Kiss the Girls,8,12,196
95359,Confessions of an Ugly Stepsister : A Novel,7,12,83
95359,Summer Sisters,6,12,290
95359,The Kitchen God's Wife,7,12,367
95359,White Oleander : A Novel (Oprah's Book Club),6,12,461
95359,The Hitchhiker's Guide to the Galaxy,10,12,354
95359,Taltos: Lives of the Mayfair Witches,7,12,292
95359,The Runaway Jury,8,12,403
95359,The Handmaid's Tale,10,12,353
95359,One True Thing,8,12,236
95359,The Bean Trees,9,12,307
95359,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),8,12,35
95359,Pigs in Heaven,8,12,245
95359,A Heartbreaking Work of Staggering Genius,9,12,7
95359,Hornet's Nest,4,12,167
95359,Bastard Out of Carolina,10,12,45
95359,One for the Money (Stephanie Plum Novels (Paperback)),8,12,238
95359,Four Blind Mice,6,12,131
95359,Bel Canto: A Novel,9,12,46
95359,Remember Me,4,12,257
95359,The House on Mango Street (Vintage Contemporaries),8,12,361
95359,The Reader,6,12,397
95359,Presumed Innocent,10,12,251
95359,The Partner,4,12,384
95359,The Girls' Guide to Hunting and Fishing,8,12,342
95359,I Capture the Castle,8,12,173
95359,The Nanny Diaries: A Novel,9,12,380
95359,Empire Falls,9,12,112
95359,The Crimson Petal and the White,9,12,324
95359,Dreamcatcher,9,12,104
95359,Summer Sisters,8,12,290
95359,Angels &amp; Demons,9,12,30
95359,Life of Pi,10,12,200
95359,Jurassic Park,9,12,192
95359,Rising Sun,6,12,258
95359,A Wrinkle In Time,10,12,16
95359,The Prince of Tides,8,12,391
95359,Harry Potter and the Order of the Phoenix (Book 5),10,12,155
95359,The Bonesetter's Daughter,8,12,312
95359,Fear Nothing,5,12,124
95359,The Girls' Guide to Hunting and Fishing,8,12,342
95359,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10,12,289
95359,Postmortem,9,12,250
95359,Midnight in the Garden of Good and Evil,10,12,215
95359,Tell No One,9,12,296
95359,Tears of the Giraffe (No.1 Ladies Detective Agency),9,12,294
95359,The Girl Who Loved Tom Gordon,8,12,340
95359,Ashes to Ashes,6,12,37
95359,The Hours: A Novel,10,12,360
95359,Jemima J: A Novel About Ugly Ducklings and Swans,4,12,188
95359,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),4,12,8
95359,The Bluest Eye,9,12,310
95359,Violets Are Blue,8,12,446
95359,Into Thin Air : A Personal Account of the Mt. Everest Disaster,10,12,184
95359,The Alienist,9,12,299
95359,A Prayer for Owen Meany,10,12,11
95359,Violets Are Blue,7,12,446
95359,Lucky : A Memoir,9,12,207
95359,A Wrinkle in Time,10,12,17
95359,The Mummy or Ramses the Damned,7,12,378
98391,Midnight Bayou,9,13,214
98391,Black House,10,13,52
98391,Mortal Prey,9,13,221
98391,By the Light of the Moon,8,13,64
98391,Final Target,10,13,125
98391,Back When We Were Grownups: A Novel,9,13,42
98391,Faking It,9,13,119
98391,Blue Diary,9,13,57
98391,Good in Bed,10,13,147
98391,Nights in Rodanthe,8,13,233
98391,Daddy's Little Girl,9,13,90
98391,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),9,13,152
98391,"The Waste Lands (The Dark Tower, Book 3)",9,13,429
98391,The Lake House,10,13,368
98391,Three Fates,9,13,433
98391,"Wizard and Glass (The Dark Tower, Book 4)",5,13,468
98391,Mercy,9,13,211
98391,The Hours: A Novel,8,13,360
98391,Open Season,9,13,239
98391,Four Blind Mice,9,13,131
98391,Sanctuary,10,13,268
98391,Open Season,9,13,239
98391,2nd Chance,9,13,2
98391,From a Buick 8 : A Novel,9,13,136
98391,One Door Away from Heaven,9,13,235
98391,The Guardian,9,13,351
98391,Whispers,9,13,459
98391,The Blue Nowhere : A Novel,9,13,309
98391,Full Tilt (Janet Evanovich's Full Series),9,13,139
98391,The Murder Book,9,13,379
98391,Isle of Dogs,9,13,185
98391,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),9,13,241
98391,Back Roads,9,13,41
98391,"The Gunslinger (The Dark Tower, Book 1)",10,13,352
98391,The Bachelor (Warner Books Contemporary Romance),8,13,304
98391,Full House (Janet Evanovich's Full Series),8,13,138
98391,Q Is for Quarry,9,13,254
98391,Key of Light (Key Trilogy (Paperback)),10,13,194
98391,Face the Fire (Three Sisters Island Trilogy),9,13,117
98391,To the Nines: A Stephanie Plum Novel,10,13,439
98391,Tell No One,10,13,296
98391,The Lovely Bones: A Novel,9,13,376
98391,Over the Edge,9,13,240
98391,Chosen Prey,10,13,75
98391,Seven Up (A Stephanie Plum Novel),10,13,272
98391,Fast Women,10,13,123
104636,1st to Die: A Novel,10,14,1
104636,"Loves Music, Loves to Dance",9,14,206
104636,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),8,14,40
104636,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),10,14,35
104636,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),9,14,8
104636,J Is for Judgment,9,14,187
104636,High Five (A Stephanie Plum Novel),9,14,165
104636,The Promise,8,14,393
104636,"A Child Called \It\"": One Child's Courage to Survive""",9,14,6
104636,Key of Light (Key Trilogy (Paperback)),9,14,194
104636,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10,14,158
104636,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),9,14,34
104636,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),9,14,168
104636,Ashes to Ashes,9,14,37
104636,We'll Meet Again,9,14,452
104636,White Oleander : A Novel (Oprah's Book Club),8,14,461
104636,The Pelican Brief,9,14,385
104636,Lightning,9,14,201
104636,She's Come Undone (Oprah's Book Club (Paperback)),8,14,273
104636,Q Is for Quarry,9,14,254
104636,Harry Potter and the Chamber of Secrets (Book 2),10,14,153
104636,The Street Lawyer,6,14,411
104636,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8,14,152
104636,Harry Potter and the Goblet of Fire (Book 4),10,14,154
104636,The Firm,10,14,337
104636,Summer Sisters,10,14,290
104636,Holes (Yearling Newbery),10,14,166
104636,The Alienist,9,14,299
104636,The Bachelor (Warner Books Contemporary Romance),8,14,304
104636,Night,10,14,231
104636,M Is for Malice,9,14,208
104636,Pretend You Don't See Her,9,14,252
104636,Full House (Janet Evanovich's Full Series),7,14,138
104636,The Lost Boy: A Foster Child's Search for the Love of a Family,10,14,374
104636,The Chamber,9,14,318
104636,Two for the Dough,9,14,442
104636,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),5,14,73
104636,Along Came a Spider (Alex Cross Novels),9,14,25
104636,All Around the Town,9,14,22
104636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),9,14,89
104636,One for the Money (Stephanie Plum Novels (Paperback)),9,14,238
104636,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),8,14,150
104636,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),9,14,107
104636,Charlotte's Web (Trophy Newbery),10,14,71
104636,I Is for Innocent,9,14,174
104636,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),9,14,116
104636,The Giver (21st Century Reference),10,14,343
104636,Harry Potter and the Prisoner of Azkaban (Book 3),10,14,156
104636,The Client,9,14,321
104636,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8,14,87
104636,L Is for Lawless,9,14,197
104636,Seven Up (A Stephanie Plum Novel),9,14,272
104636,I Know Why the Caged Bird Sings,10,14,176
104636,One for the Money (A Stephanie Plum Novel),9,14,237
104636,Where the Heart Is (Oprah's Book Club (Paperback)),10,14,456
104636,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),9,14,435
104636,The Rainmaker,8,14,395
104636,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),8,14,65
114368,The Queen of the Damned (Vampire Chronicles (Paperback)),5,15,394
114368,The Pelican Brief,10,15,385
114368,"The Vampire Lestat (Vampire Chronicles, Book II)",5,15,425
114368,Welcome to Temptation,5,15,453
114368,The Switch,5,15,415
114368,The Summons,5,15,413
114368,2nd Chance,7,15,2
114368,The Testament,8,15,419
114368,Bleachers,5,15,55
114368,The Mummy or Ramses the Damned,5,15,378
114368,A Painted House,9,15,10
114368,The Chamber,9,15,318
114368,Dance upon the Air (Three Sisters Island Trilogy),10,15,91
114368,Sanctuary,10,15,268
114368,Heart of the Sea (Irish Trilogy),10,15,159
114368,Carolina Moon,10,15,66
114368,Cradle and All,5,15,86
114368,Jewels of the Sun (Irish Trilogy),10,15,190
114368,Taltos: Lives of the Mayfair Witches,5,15,292
114368,Midnight Bayou,10,15,214
114368,The Villa,10,15,426
114368,The Street Lawyer,8,15,411
114368,The Tale of the Body Thief (Vampire Chronicles (Paperback)),5,15,416
114368,Harry Potter and the Sorcerer's Stone (Book 1),5,15,157
114368,Summer Sisters,5,15,290
114368,The Wedding,5,15,430
114368,The Partner,9,15,384
114368,Face the Fire (Three Sisters Island Trilogy),10,15,117
114368,The Lovely Bones: A Novel,5,15,376
114368,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",5,15,195
114368,The Promise,5,15,393
114368,The Rainmaker,9,15,395
114368,Servant of the Bones,5,15,271
114368,The Client,10,15,321
114368,Skipping Christmas,10,15,280
114368,Four Blind Mice,5,15,131
114368,The Firm,10,15,337
114368,The Runaway Jury,8,15,403
114368,Lightning,5,15,201
114368,Interview with the Vampire,5,15,183
114368,Heaven and Earth (Three Sisters Island Trilogy),5,15,162
114368,Over the Edge,5,15,240
114368,Wifey,5,15,464
114368,Violets Are Blue,5,15,446
114368,The Gift,5,15,339
114368,Key of Light (Key Trilogy (Paperback)),5,15,194
114368,Heartbreaker,5,15,160
114368,Remember Me,5,15,257
126492,The Talisman,10,16,417
126492,On Writing,8,16,234
126492,From a Buick 8 : A Novel,5,16,136
126492,The Brethren,7,16,314
126492,Divine Secrets of the Ya-Ya Sisterhood: A Novel,6,16,99
126492,Welcome to Temptation,6,16,453
126492,The Summons,7,16,413
126492,"The Vampire Lestat (Vampire Chronicles, Book II)",9,16,425
126492,Intensity,10,16,182
126492,Insomnia,10,16,181
126492,The Pelican Brief,8,16,385
126492,Red Dragon,7,16,256
126492,Bag of Bones,10,16,43
126492,"The Drawing of the Three (The Dark Tower, Book 2)",10,16,332
126492,The Tale of the Body Thief (Vampire Chronicles (Paperback)),7,16,416
126492,The King of Torts,7,16,366
126492,Everything's Eventual : 14 Dark Tales,10,16,114
126492,The Rainmaker,7,16,395
126492,Rose Madder,10,16,260
126492,"Wizard and Glass (The Dark Tower, Book 4)",10,16,468
126492,The Dark Half,7,16,326
126492,2nd Chance,4,16,2
126492,The Secret Garden,10,16,405
126492,The Tommyknockers,7,16,421
126492,"The Gunslinger (The Dark Tower, Book 1)",6,16,352
126492,Hannibal,8,16,151
126492,Dreamcatcher,10,16,104
